allele,gene_family,refseq_nucleotide_accession,subclass
NA,aadA12,NG_047333.1,STREPTOMYCIN
NA,aadA12,NG_052309.1,STREPTOMYCIN
NA,aadA13,NG_047335.1,STREPTOMYCIN
NA,aadA13,NG_047334.1,STREPTOMYCIN
NA,aadA13,NG_052310.1,STREPTOMYCIN
NA,aadA15,NG_047338.1,STREPTOMYCIN
NA,aadA15,NG_051891.1,STREPTOMYCIN
NA,aadA15,NG_052144.1,STREPTOMYCIN
NA,aadA16,NG_047340.1,STREPTOMYCIN
NA,aadA16,NG_047339.1,STREPTOMYCIN
NA,aadA1bt,NG_052032.1,STREPTOMYCIN
NA,aadA1bt,NG_052031.1,STREPTOMYCIN
NA,aadA2,NG_064655.1,STREPTOMYCIN
NA,aadA2,NG_052228.1,STREPTOMYCIN
NA,aadA2,NG_052232.1,STREPTOMYCIN
NA,aadA2,NG_051848.1,STREPTOMYCIN
NA,aadA2,NG_051846.1,STREPTOMYCIN
NA,aadA2,NG_052246.1,STREPTOMYCIN
NA,aadA2,NG_052241.1,STREPTOMYCIN
NA,aadA2,NG_052243.1,STREPTOMYCIN
NA,aadA2,NG_052244.1,STREPTOMYCIN
NA,aadA2,NG_052248.1,STREPTOMYCIN
NA,aadA2,NG_052249.1,STREPTOMYCIN
NA,aadA2,NG_052324.1,STREPTOMYCIN
NA,aadA2,NG_052316.1,STREPTOMYCIN
NA,aadA2,NG_052319.1,STREPTOMYCIN
NA,aadA2,NG_052430.1,STREPTOMYCIN
NA,aadA2,NG_052442.1,STREPTOMYCIN
NA,aadA2,NG_052487.1,STREPTOMYCIN
NA,aadA2,NG_052521.1,STREPTOMYCIN
NA,aadA2,NG_052269.1,STREPTOMYCIN
NA,aadA2,NG_065408.1,STREPTOMYCIN
NA,aadA2,NG_065407.1,STREPTOMYCIN
NA,aadA2,NG_065406.1,STREPTOMYCIN
NA,aadA2,NG_052496.1,STREPTOMYCIN
NA,aadA2,NG_052497.1,STREPTOMYCIN
NA,aadA2,NG_052375.1,STREPTOMYCIN
NA,aadA2,NG_052376.1,STREPTOMYCIN
NA,aadA2,NG_052273.1,STREPTOMYCIN
NA,aadA2,NG_052038.1,STREPTOMYCIN
NA,aadA2,NG_052494.1,STREPTOMYCIN
NA,aadA2,NG_047343.1,STREPTOMYCIN
NA,aadA2,NG_052156.1,STREPTOMYCIN
NA,aadA2,NG_052041.1,STREPTOMYCIN
NA,aadA2,NG_052402.1,STREPTOMYCIN
NA,aadA2,NG_051906.1,STREPTOMYCIN
NA,aadA2,NG_052537.1,STREPTOMYCIN
NA,aadA21,NG_047344.1,STREPTOMYCIN
NA,aadA21,NG_047345.1,STREPTOMYCIN
NA,aadA22,NG_047346.1,STREPTOMYCIN
NA,aadA22,NG_047348.1,STREPTOMYCIN
NA,aadA22,NG_052404.1,STREPTOMYCIN
NA,aadA25,NG_052317.1,STREPTOMYCIN
NA,aadA25,NG_052538.1,STREPTOMYCIN
NA,aadA25,NG_047352.1,STREPTOMYCIN
NA,aadA27,NG_054660.1,STREPTOMYCIN/SPECTINOMYCIN
NA,aadA3,NG_047353.1,STREPTOMYCIN
NA,aadA3,NG_052443.1,STREPTOMYCIN
NA,aadA3,NG_052490.1,STREPTOMYCIN
NA,aadA3,NG_047354.1,STREPTOMYCIN
NA,aadA3,NG_052325.1,STREPTOMYCIN
NA,aadA31,NG_057462.1,STREPTOMYCIN
NA,aadA31,NG_059333.1,STREPTOMYCIN
NA,aadA4,NG_047356.1,STREPTOMYCIN
NA,aadA4,NG_052359.1,STREPTOMYCIN
NA,aadA4,NG_047355.1,STREPTOMYCIN
NA,aadA5,NG_052362.1,STREPTOMYCIN
NA,aadA5,NG_047357.1,STREPTOMYCIN
NA,aadA5,NG_052436.1,STREPTOMYCIN
NA,aadA5,NG_052513.1,STREPTOMYCIN
NA,aadA5,NG_052515.1,STREPTOMYCIN
NA,aadA5,NG_065409.1,STREPTOMYCIN
NA,aadA5,NG_052253.1,STREPTOMYCIN
NA,aadA5,NG_052474.1,STREPTOMYCIN
NA,aadA5,NG_052475.1,STREPTOMYCIN
NA,aadA5,NG_052476.1,STREPTOMYCIN
NA,aadA5,NG_047358.1,STREPTOMYCIN
NA,aadA5,NG_051886.1,STREPTOMYCIN
NA,aadA5,NG_051894.1,STREPTOMYCIN
NA,aadA5,NG_052148.1,STREPTOMYCIN
NA,aadA5,NG_064656.1,STREPTOMYCIN
NA,aadA5,NG_052154.1,STREPTOMYCIN
NA,aadA5,NG_052277.1,STREPTOMYCIN
NA,aadA5,NG_051903.1,STREPTOMYCIN
NA,aadA5,NG_052296.1,STREPTOMYCIN
NA,aadA5,NG_052333.1,STREPTOMYCIN
NA,aadA5,NG_052334.1,STREPTOMYCIN
NA,aadA6,NG_047359.1,STREPTOMYCIN
NA,aadA6,NG_047360.1,STREPTOMYCIN
NA,aadA6,NG_052483.1,STREPTOMYCIN
NA,aadA6,NG_052355.1,STREPTOMYCIN
NA,aadA6,NG_052356.1,STREPTOMYCIN
NA,aadA6,NG_047361.1,STREPTOMYCIN
NA,aadA6,NG_052151.1,STREPTOMYCIN
NA,aadA6,NG_052539.1,STREPTOMYCIN
NA,aadA7,NG_047363.1,STREPTOMYCIN
NA,aadA7,NG_047362.1,STREPTOMYCIN
NA,aadA7,NG_051845.1,STREPTOMYCIN
NA,aadA7,NG_047364.1,STREPTOMYCIN
NA,aadA7,NG_047365.1,STREPTOMYCIN
NA,aadA7,NG_052410.1,STREPTOMYCIN
NA,aadA8,NG_047366.1,STREPTOMYCIN
NA,aadA8,NG_048579.1,STREPTOMYCIN
NA,aadA8,NG_047367.1,STREPTOMYCIN
NA,aadA8,NG_052405.1,STREPTOMYCIN
NA,aadA8,NG_052406.1,STREPTOMYCIN
NA,aadA8,NG_052407.1,STREPTOMYCIN
NA,aadA8,NG_052408.1,STREPTOMYCIN
NA,aadA9,NG_047368.1,STREPTOMYCIN
NA,aadA9,NG_052441.1,STREPTOMYCIN
NA,aadA9,NG_047369.1,STREPTOMYCIN
NA,aadA9,NG_047370.1,STREPTOMYCIN
NA,aadA9,NG_052412.1,STREPTOMYCIN
NA,aadD1,NG_047376.1,KANAMYCIN/TOBRAMYCIN
NA,aadD1,NG_047375.1,KANAMYCIN/TOBRAMYCIN
NA,aadD1,NG_047374.1,KANAMYCIN/TOBRAMYCIN
NA,aadD1,NG_047372.1,KANAMYCIN/TOBRAMYCIN
NA,aadD1,NG_047373.1,KANAMYCIN/TOBRAMYCIN
NA,aadD1,NG_056101.1,KANAMYCIN/TOBRAMYCIN
NA,aadD2,NG_047392.1,AMIKACIN/KANAMYCIN/TOBRAMYCIN
NA,aadE,NG_047378.1,STREPTOMYCIN
NA,aadE-Cc,NG_054665.1,STREPTOMYCIN
NA,aadK,NG_047379.1,STREPTOMYCIN
NA,aadS,NG_047380.1,STREPTOMYCIN
NA,ampC,NG_051160.1,BETA-LACTAM
NA,ampC,NG_047383.1,BETA-LACTAM
NA,ampC,NG_047385.1,BETA-LACTAM
NA,ampC,NG_047492.1,BETA-LACTAM
NA,ampC,NG_047381.1,BETA-LACTAM
NA,ant(2'')-Ia,NG_064657.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052242.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052363.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052251.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052369.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052367.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052432.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052437.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052480.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_047389.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052382.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052383.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052384.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052495.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052387.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_051895.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052540.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_047387.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(2'')-Ia,NG_052226.1,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,ant(3'')-IIa,NG_054652.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIa,NG_054647.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIa,NG_054649.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIa,NG_054646.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIa,NG_054648.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIb,NG_054651.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIc,NG_054650.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIc,NG_054653.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-IIc,NG_054654.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-Ia,NG_052304.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-Ia,NG_052305.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(3'')-Ia,NG_052306.1,STREPTOMYCIN/SPECTINOMYCIN
aadA14,ant(3'')-Ia,NG_047337.1,STREPTOMYCIN/SPECTINOMYCIN
aadA17,ant(3'')-Ia,NG_047341.1,STREPTOMYCIN/SPECTINOMYCIN
NA,ant(4')-IIa,NG_047390.1,AMIKACIN/KANAMYCIN/TOBRAMYCIN
NA,ant(4')-IIb,NG_047391.1,AMIKACIN/KANAMYCIN/TOBRAMYCIN
NA,ant(4')-Ic,NG_063817.1,KANAMYCIN/TOBRAMYCIN
NA,ant(6)-Ia,NG_047394.1,STREPTOMYCIN
NA,ant(6)-Ia,NG_047393.1,STREPTOMYCIN
NA,ant(6)-Ia,NG_050582.1,STREPTOMYCIN
NA,ant(6)-Ia,NG_047395.1,STREPTOMYCIN
NA,ant(6)-Ib,NG_047396.1,STREPTOMYCIN
NA,ant(6)-Ic,NG_063818.1,STREPTOMYCIN
NA,ant(9)-Ia,NG_047397.1,SPECTINOMYCIN
NA,ant(9)-Ib,NG_047398.1,SPECTINOMYCIN
NA,aph(2'')-IIIa,NG_047399.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-IIa,NG_047400.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-IIa,NG_047401.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-IIa,NG_047402.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-IVa,NG_047403.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-Ie,NG_047404.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-If,NG_047405.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-If,NG_047406.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-Ig,NG_047407.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(2'')-Ih,NG_047408.1,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
NA,aph(3'')-Ia,NG_047411.1,STREPTOMYCIN
NA,aph(3'')-Ia,NG_047410.1,STREPTOMYCIN
NA,aph(3'')-Ia,NG_047409.1,STREPTOMYCIN
NA,aph(3'')-Ib,NG_047413.1,STREPTOMYCIN
NA,aph(3'')-Ib,NG_047415.1,STREPTOMYCIN
NA,aph(3'')-Ib,NG_047414.1,STREPTOMYCIN
NA,aph(3'')-Ib,NG_056002.2,STREPTOMYCIN
NA,aph(3'')-Ib,NG_047412.1,STREPTOMYCIN
NA,aph(3'')-Ic,NG_047416.1,STREPTOMYCIN
NA,aph(3')-II,NG_054945.1,KANAMYCIN
NA,aph(3')-IIIa,NG_047421.1,AMIKACIN/KANAMYCIN
NA,aph(3')-IIIa,NG_047419.1,AMIKACIN/KANAMYCIN
NA,aph(3')-IIIa,NG_047420.1,AMIKACIN/KANAMYCIN
NA,aph(3')-IIIa,NG_047418.1,AMIKACIN/KANAMYCIN
NA,aph(3')-IIa,NG_047417.1,KANAMYCIN
NA,aph(3')-IIb,NG_047424.1,KANAMYCIN
NA,aph(3')-IIb,NG_047423.1,KANAMYCIN
NA,aph(3')-IIc,NG_051214.1,KANAMYCIN
NA,aph(3')-IIc,NG_047426.1,KANAMYCIN
NA,aph(3')-IVa,NG_047428.1,KANAMYCIN
NA,aph(3')-IX,NG_055648.1,KANAMYCIN
NA,aph(3')-Ia,NG_047437.1,KANAMYCIN
NA,aph(3')-Ia,NG_047436.1,KANAMYCIN
NA,aph(3')-Ia,NG_047439.1,KANAMYCIN
NA,aph(3')-Ia,NG_047438.1,KANAMYCIN
NA,aph(3')-Ia,NG_047441.1,KANAMYCIN
NA,aph(3')-Ia,NG_047440.1,KANAMYCIN
NA,aph(3')-Ia,NG_047435.1,KANAMYCIN
NA,aph(3')-Ia,NG_056047.1,KANAMYCIN
NA,aph(3')-Ia,NG_047432.1,KANAMYCIN
NA,aph(3')-Ia,NG_047430.1,KANAMYCIN
NA,aph(3')-Ia,NG_047431.1,KANAMYCIN
NA,aph(3')-Ia,NG_047429.1,KANAMYCIN
NA,aph(3')-Ib,NG_059324.1,KANAMYCIN
NA,aph(3')-Ib,NG_047442.1,KANAMYCIN
NA,aph(3')-Id,NG_047445.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VI,NG_051730.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VIIIa,NG_047446.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VIIIb,NG_055649.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VIIa,NG_047447.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VIa,NG_047448.1,AMIKACIN/KANAMYCIN
NA,aph(3')-VIb,NG_047449.1,AMIKACIN/KANAMYCIN
NA,aph(3')-Va,NG_047451.1,AMINOGLYCOSIDE
NA,aph(3')-Va,NG_047450.1,AMINOGLYCOSIDE
NA,aph(3')-Vb,NG_047453.1,AMINOGLYCOSIDE
NA,aph(3')-Vb,NG_047452.1,AMINOGLYCOSIDE
NA,aph(3')-Vc,NG_047454.1,AMINOGLYCOSIDE
NA,aph(3')-XV,NG_052510.1,AMIKACIN/KANAMYCIN
NA,aph(3')-XV,NG_052270.1,AMIKACIN/KANAMYCIN
NA,aph(3')-XV,NG_047455.1,AMIKACIN/KANAMYCIN
NA,aph(4)-Ia,NG_047456.1,HYGROMYCIN
NA,aph(6),NG_047425.1,AMINOGLYCOSIDE
NA,aph(6),NG_047427.1,AMINOGLYCOSIDE
NA,aph(6)-Ia,NG_047459.1,STREPTOMYCIN
NA,aph(6)-Ia,NG_047458.1,STREPTOMYCIN
NA,aph(6)-Ib,NG_047460.1,STREPTOMYCIN
NA,aph(6)-Ic,NG_047463.1,STREPTOMYCIN
NA,aph(6)-Id,NG_047467.1,STREPTOMYCIN
NA,aph(6)-Id,NG_047466.1,STREPTOMYCIN
NA,aph(6)-Id,NG_047465.1,STREPTOMYCIN
NA,aph(6)-Id,NG_047469.1,STREPTOMYCIN
NA,aph(6)-Id,NG_047464.1,STREPTOMYCIN
NA,aph(7'')-Ia,NG_047472.1,HYGROMYCIN
NA,aph(9)-Ia,NG_051696.1,SPECTINOMYCIN
NA,aph(9)-Ia,NG_047473.1,SPECTINOMYCIN
NA,aph(9)-Ib,NG_047474.1,SPECTINOMYCIN
NA,aphA16,NG_051908.1,AMIKACIN/KANAMYCIN
NA,apmA,NG_051938.1,AMINOGLYCOSIDE
NA,apmA,NG_047475.1,AMINOGLYCOSIDE
NA,armA,NG_047476.1,GENTAMICIN
NA,arr,NG_047477.1,RIFAMYCIN
NA,arr,NG_047478.1,RIFAMYCIN
NA,arr,NG_047479.1,RIFAMYCIN
NA,arr,NG_048584.1,RIFAMYCIN
NA,arr,NG_047480.1,RIFAMYCIN
arr-2,arr,NG_048580.1,RIFAMYCIN
arr-4,arr,NG_048582.1,RIFAMYCIN
arr-5,arr,NG_048583.1,RIFAMYCIN
arr-7,arr,NG_048585.1,RIFAMYCIN
arr-8,arr,NG_048586.1,RIFAMYCIN
NA,arr-3,NG_048581.1,RIFAMYCIN
NA,arr-3,NG_052173.1,RIFAMYCIN
NA,arr-3,NG_052327.1,RIFAMYCIN
NA,bcrB,NG_055638.1,BACITRACIN
NA,bcrC,NG_055639.1,BACITRACIN
NA,bla,NG_047483.1,BETA-LACTAM
NA,bla,NG_055637.1,BETA-LACTAM
NA,bla,NG_047484.1,BETA-LACTAM
NA,bla,NG_047485.1,BETA-LACTAM
NA,bla,NG_047486.1,BETA-LACTAM
NA,bla,NG_047487.1,BETA-LACTAM
NA,bla,NG_047482.1,BETA-LACTAM
NA,bla2,NG_047222.1,CARBAPENEM
NA,bla2,NG_047220.1,CARBAPENEM
NA,bla2,NG_047221.1,CARBAPENEM
NA,bla2,NG_047224.1,CARBAPENEM
NA,bla2,NG_055630.1,CARBAPENEM
NA,bla2,NG_056058.1,CARBAPENEM
NA,bla2a,NG_047481.1,BETA-LACTAM
NA,blaA,NG_052043.1,BETA-LACTAM
NA,blaA,NG_047490.1,BETA-LACTAM
NA,blaA,NG_047489.1,BETA-LACTAM
NA,blaA,NG_047488.1,BETA-LACTAM
blaACC-1,blaACC,NG_048588.1,CEPHALOSPORIN
blaACC-1a,blaACC,NG_048589.1,CEPHALOSPORIN
blaACC-1b,blaACC,NG_048590.1,CEPHALOSPORIN
blaACC-1c,blaACC,NG_048591.1,CEPHALOSPORIN
blaACC-1d,blaACC,NG_048592.1,CEPHALOSPORIN
blaACC-2,blaACC,NG_048593.1,CEPHALOSPORIN
blaACC-4,blaACC,NG_048594.1,CEPHALOSPORIN
blaACC-5,blaACC,NG_048595.1,CEPHALOSPORIN
blaACC-7,blaACC,NG_055669.1,CEPHALOSPORIN
blaACI-1,blaACI,NG_048596.1,CEPHALOSPORIN
blaACT-1,blaACT,NG_048597.1,CEPHALOSPORIN
blaACT-10,blaACT,NG_048598.1,CEPHALOSPORIN
blaACT-12,blaACT,NG_048599.1,CEPHALOSPORIN
blaACT-13,blaACT,NG_048600.1,CEPHALOSPORIN
blaACT-14,blaACT,NG_048601.1,CEPHALOSPORIN
blaACT-15,blaACT,NG_048602.1,CEPHALOSPORIN
blaACT-16,blaACT,NG_050702.1,CEPHALOSPORIN
blaACT-17,blaACT,NG_048603.1,CEPHALOSPORIN
blaACT-18,blaACT,NG_048604.1,CEPHALOSPORIN
blaACT-19,blaACT,NG_048605.1,CEPHALOSPORIN
blaACT-2,blaACT,NG_048606.1,CEPHALOSPORIN
blaACT-20,blaACT,NG_048607.1,CEPHALOSPORIN
blaACT-21,blaACT,NG_048608.1,CEPHALOSPORIN
blaACT-22,blaACT,NG_048609.1,CEPHALOSPORIN
blaACT-23,blaACT,NG_048610.1,CEPHALOSPORIN
blaACT-24,blaACT,NG_048611.1,CEPHALOSPORIN
blaACT-25,blaACT,NG_048612.1,CEPHALOSPORIN
blaACT-27,blaACT,NG_048613.1,CEPHALOSPORIN
blaACT-28,blaACT,NG_048614.1,CEPHALOSPORIN
blaACT-29,blaACT,NG_048615.1,CEPHALOSPORIN
blaACT-3,blaACT,NG_048616.1,CEPHALOSPORIN
blaACT-30,blaACT,NG_048617.1,CEPHALOSPORIN
blaACT-31,blaACT,NG_048618.1,CEPHALOSPORIN
blaACT-32,blaACT,NG_048619.1,CEPHALOSPORIN
blaACT-33,blaACT,NG_048620.1,CEPHALOSPORIN
blaACT-34,blaACT,NG_048621.1,CEPHALOSPORIN
blaACT-35,blaACT,NG_048622.1,CEPHALOSPORIN
blaACT-36,blaACT,NG_048623.1,CEPHALOSPORIN
blaACT-37,blaACT,NG_048624.1,CEPHALOSPORIN
blaACT-38,blaACT,NG_048625.1,CEPHALOSPORIN
blaACT-39,blaACT,NG_048626.1,CEPHALOSPORIN
blaACT-4,blaACT,NG_048627.1,CEPHALOSPORIN
blaACT-40,blaACT,NG_050703.1,CEPHALOSPORIN
blaACT-41,blaACT,NG_050704.1,CEPHALOSPORIN
blaACT-42,blaACT,NG_050705.1,CEPHALOSPORIN
blaACT-43,blaACT,NG_050706.1,CEPHALOSPORIN
blaACT-44,blaACT,NG_050707.1,CEPHALOSPORIN
blaACT-45,blaACT,NG_050708.1,CEPHALOSPORIN
blaACT-46,blaACT,NG_050709.1,CEPHALOSPORIN
blaACT-47,blaACT,NG_050710.1,CEPHALOSPORIN
blaACT-48,blaACT,NG_050711.1,CEPHALOSPORIN
blaACT-49,blaACT,NG_050712.1,CEPHALOSPORIN
blaACT-5,blaACT,NG_048628.1,CEPHALOSPORIN
blaACT-50,blaACT,NG_050713.1,CEPHALOSPORIN
blaACT-51,blaACT,NG_050714.1,CEPHALOSPORIN
blaACT-52,blaACT,NG_050715.1,CEPHALOSPORIN
blaACT-53,blaACT,NG_055522.1,CEPHALOSPORIN
blaACT-54,blaACT,NG_055670.1,CEPHALOSPORIN
blaACT-55,blaACT,NG_061414.1,CEPHALOSPORIN
blaACT-56,blaACT,NG_061415.1,CEPHALOSPORIN
blaACT-57,blaACT,NG_061418.1,CEPHALOSPORIN
blaACT-58,blaACT,NG_061419.1,CEPHALOSPORIN
blaACT-59,blaACT,NG_061401.1,CEPHALOSPORIN
blaACT-6,blaACT,NG_048629.1,CEPHALOSPORIN
blaACT-60,blaACT,NG_061402.1,CEPHALOSPORIN
blaACT-61,blaACT,NG_061387.1,CEPHALOSPORIN
blaACT-62,blaACT,NG_061388.1,CEPHALOSPORIN
blaACT-63,blaACT,NG_061406.1,CEPHALOSPORIN
blaACT-64,blaACT,NG_061403.1,CEPHALOSPORIN
blaACT-65,blaACT,NG_064665.1,CEPHALOSPORIN
blaACT-66,blaACT,NG_064666.1,CEPHALOSPORIN
blaACT-67,blaACT,NG_064667.1,CEPHALOSPORIN
blaACT-68,blaACT,NG_064668.1,CEPHALOSPORIN
blaACT-69,blaACT,NG_065855.1,CEPHALOSPORIN
blaACT-7,blaACT,NG_048630.1,CEPHALOSPORIN
blaACT-70,blaACT,NG_065856.1,CEPHALOSPORIN
blaACT-72,blaACT,NG_065857.1,CEPHALOSPORIN
blaACT-73,blaACT,NG_066689.2,CEPHALOSPORIN
blaACT-74,blaACT,NG_066690.1,CEPHALOSPORIN
blaACT-75,blaACT,NG_066691.1,CEPHALOSPORIN
blaACT-76,blaACT,NG_066692.1,CEPHALOSPORIN
blaACT-77,blaACT,NG_067132.1,CEPHALOSPORIN
blaACT-78,blaACT,NG_067972.1,CEPHALOSPORIN
blaACT-79,blaACT,NG_067973.1,CEPHALOSPORIN
blaACT-8,blaACT,NG_048631.1,CEPHALOSPORIN
blaACT-80,blaACT,NG_067974.1,CEPHALOSPORIN
blaACT-81,blaACT,NG_067975.1,CEPHALOSPORIN
blaACT-82,blaACT,NG_067976.1,CEPHALOSPORIN
blaACT-83,blaACT,NG_067977.1,CEPHALOSPORIN
blaACT-84,blaACT,NG_068161.1,CEPHALOSPORIN
blaACT-85,blaACT,NG_068162.1,CEPHALOSPORIN
blaACT-86,blaACT,NG_068163.1,CEPHALOSPORIN
blaACT-87,blaACT,NG_070175.1,CEPHALOSPORIN
blaACT-9,blaACT,NG_048632.1,CEPHALOSPORIN
blaMIR-14,blaACT,NG_049298.1,CEPHALOSPORIN
blaADC-1,blaADC,NG_048633.1,CEPHALOSPORIN
blaADC-10,blaADC,NG_048634.1,CEPHALOSPORIN
blaADC-100,blaADC,NG_051439.1,CEPHALOSPORIN
blaADC-101,blaADC,NG_051440.1,CEPHALOSPORIN
blaADC-102,blaADC,NG_051441.1,CEPHALOSPORIN
blaADC-103,blaADC,NG_051442.1,CEPHALOSPORIN
blaADC-104,blaADC,NG_051443.1,CEPHALOSPORIN
blaADC-105,blaADC,NG_051444.1,CEPHALOSPORIN
blaADC-106,blaADC,NG_051445.1,CEPHALOSPORIN
blaADC-107,blaADC,NG_051446.1,CEPHALOSPORIN
blaADC-109,blaADC,NG_064669.1,CEPHALOSPORIN
blaADC-11,blaADC,NG_048635.1,CEPHALOSPORIN
blaADC-110,blaADC,NG_064670.1,CEPHALOSPORIN
blaADC-112,blaADC,NG_064671.1,CEPHALOSPORIN
blaADC-113,blaADC,NG_064672.1,CEPHALOSPORIN
blaADC-114,blaADC,NG_064673.1,CEPHALOSPORIN
blaADC-115,blaADC,NG_064674.1,CEPHALOSPORIN
blaADC-116,blaADC,NG_064675.1,CEPHALOSPORIN
blaADC-117,blaADC,NG_064676.1,CEPHALOSPORIN
blaADC-119,blaADC,NG_064677.1,CEPHALOSPORIN
blaADC-12,blaADC,NG_048636.1,CEPHALOSPORIN
blaADC-120,blaADC,NG_064678.1,CEPHALOSPORIN
blaADC-121,blaADC,NG_064679.1,CEPHALOSPORIN
blaADC-122,blaADC,NG_064680.1,CEPHALOSPORIN
blaADC-123,blaADC,NG_064681.1,CEPHALOSPORIN
blaADC-125,blaADC,NG_064682.1,CEPHALOSPORIN
blaADC-127,blaADC,NG_064683.1,CEPHALOSPORIN
blaADC-128,blaADC,NG_064684.1,CEPHALOSPORIN
blaADC-129,blaADC,NG_064685.1,CEPHALOSPORIN
blaADC-13,blaADC,NG_048637.1,CEPHALOSPORIN
blaADC-130,blaADC,NG_064686.1,CEPHALOSPORIN
blaADC-131,blaADC,NG_064687.1,CEPHALOSPORIN
blaADC-132,blaADC,NG_064688.1,CEPHALOSPORIN
blaADC-133,blaADC,NG_064689.1,CEPHALOSPORIN
blaADC-134,blaADC,NG_064690.1,CEPHALOSPORIN
blaADC-135,blaADC,NG_064691.1,CEPHALOSPORIN
blaADC-136,blaADC,NG_064692.1,CEPHALOSPORIN
blaADC-137,blaADC,NG_064693.1,CEPHALOSPORIN
blaADC-138,blaADC,NG_064694.1,CEPHALOSPORIN
blaADC-139,blaADC,NG_064695.1,CEPHALOSPORIN
blaADC-14,blaADC,NG_048638.1,CEPHALOSPORIN
blaADC-140,blaADC,NG_064696.1,CEPHALOSPORIN
blaADC-141,blaADC,NG_064697.1,CEPHALOSPORIN
blaADC-143,blaADC,NG_064698.1,CEPHALOSPORIN
blaADC-144,blaADC,NG_064699.1,CEPHALOSPORIN
blaADC-145,blaADC,NG_064700.1,CEPHALOSPORIN
blaADC-146,blaADC,NG_064701.1,CEPHALOSPORIN
blaADC-147,blaADC,NG_064702.1,CEPHALOSPORIN
blaADC-148,blaADC,NG_064703.1,CEPHALOSPORIN
blaADC-149,blaADC,NG_064704.1,CEPHALOSPORIN
blaADC-15,blaADC,NG_048639.1,CEPHALOSPORIN
blaADC-150,blaADC,NG_064705.1,CEPHALOSPORIN
